DATAFLOW,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00206(1.0),A,GDIVRT,AZ,2010,1.0,
ESTAT:TPS00206(1.0),A,GDIVRT,AZ,2011,1.2,
ESTAT:TPS00206(1.0),A,GDIVRT,AZ,2012,1.2,
ESTAT:TPS00206(1.0),A,GDIVRT,AZ,2013,1.2,
ESTAT:TPS00206(1.0),A,GDIVRT,AZ,2014,1.3,
ESTAT:TPS00206(1.0),A,GDIVRT,AZ,2015,1.3,
ESTAT:TPS00206(1.0),A,GDIVRT,AZ,2016,1.3,
ESTAT:TPS00206(1.0),A,GDIVRT,AZ,2017,1.5,
ESTAT:TPS00206(1.0),A,GDIVRT,BA,2006,0.4,
ESTAT:TPS00206(1.0),A,GDIVRT,BA,2007,0.5,
ESTAT:TPS00206(1.0),A,GDIVRT,BA,2008,0.4,
ESTAT:TPS00206(1.0),A,GDIVRT,BA,2009,0.4,
ESTAT:TPS00206(1.0),A,GDIVRT,BA,2010,0.4,
ESTAT:TPS00206(1.0),A,GDIVRT,BA,2012,0.6,
ESTAT:TPS00206(1.0),A,GDIVRT,BE,2006,2.8,
ESTAT:TPS00206(1.0),A,GDIVRT,BE,2007,2.8,
ESTAT:TPS00206(1.0),A,GDIVRT,BE,2008,3.3,
ESTAT:TPS00206(1.0),A,GDIVRT,BE,2009,3.0,
ESTAT:TPS00206(1.0),A,GDIVRT,BE,2010,2.7,
ESTAT:TPS00206(1.0),A,GDIVRT,BE,2011,2.5,
ESTAT:TPS00206(1.0),A,GDIVRT,BE,2012,2.3,
ESTAT:TPS00206(1.0),A,GDIVRT,BE,2013,2.2,
ESTAT:TPS00206(1.0),A,GDIVRT,BE,2014,2.2,
ESTAT:TPS00206(1.0),A,GDIVRT,BE,2015,2.2,
ESTAT:TPS00206(1.0),A,GDIVRT,BE,2016,2.1,
ESTAT:TPS00206(1.0),A,GDIVRT,BE,2017,2.0,
ESTAT:TPS00206(1.0),A,GDIVRT,BG,2006,2.0,
ESTAT:TPS00206(1.0),A,GDIVRT,BG,2007,2.2,
ESTAT:TPS00206(1.0),A,GDIVRT,BG,2008,1.9,
ESTAT:TPS00206(1.0),A,GDIVRT,BG,2009,1.6,
ESTAT:TPS00206(1.0),A,GDIVRT,BG,2010,1.5,
ESTAT:TPS00206(1.0),A,GDIVRT,BG,2011,1.4,
ESTAT:TPS00206(1.0),A,GDIVRT,BG,2012,1.6,
ESTAT:TPS00206(1.0),A,GDIVRT,BG,2013,1.5,
ESTAT:TPS00206(1.0),A,GDIVRT,BG,2014,1.5,
ESTAT:TPS00206(1.0),A,GDIVRT,BG,2015,1.5,
ESTAT:TPS00206(1.0),A,GDIVRT,BG,2016,1.5,
ESTAT:TPS00206(1.0),A,GDIVRT,BG,2017,1.5,
ESTAT:TPS00206(1.0),A,GDIVRT,BY,2006,3.3,
ESTAT:TPS00206(1.0),A,GDIVRT,BY,2007,3.7,
ESTAT:TPS00206(1.0),A,GDIVRT,BY,2008,3.8,
ESTAT:TPS00206(1.0),A,GDIVRT,BY,2009,3.7,
ESTAT:TPS00206(1.0),A,GDIVRT,BY,2010,3.9,
ESTAT:TPS00206(1.0),A,GDIVRT,BY,2011,4.1,
ESTAT:TPS00206(1.0),A,GDIVRT,BY,2012,4.1,
ESTAT:TPS00206(1.0),A,GDIVRT,BY,2013,3.8,
ESTAT:TPS00206(1.0),A,GDIVRT,BY,2014,3.7,
ESTAT:TPS00206(1.0),A,GDIVRT,BY,2015,3.5,
ESTAT:TPS00206(1.0),A,GDIVRT,BY,2016,3.4,
ESTAT:TPS00206(1.0),A,GDIVRT,BY,2017,3.4,
ESTAT:TPS00206(1.0),A,GDIVRT,CH,2006,2.8,
ESTAT:TPS00206(1.0),A,GDIVRT,CH,2007,2.6,
ESTAT:TPS00206(1.0),A,GDIVRT,CH,2008,2.6,
ESTAT:TPS00206(1.0),A,GDIVRT,CH,2009,2.5,
ESTAT:TPS00206(1.0),A,GDIVRT,CH,2010,2.8,
ESTAT:TPS00206(1.0),A,GDIVRT,CH,2011,2.2,b
ESTAT:TPS00206(1.0),A,GDIVRT,CH,2012,2.2,
ESTAT:TPS00206(1.0),A,GDIVRT,CH,2013,2.1,
ESTAT:TPS00206(1.0),A,GDIVRT,CH,2014,2.0,
ESTAT:TPS00206(1.0),A,GDIVRT,CH,2015,2.1,
ESTAT:TPS00206(1.0),A,GDIVRT,CH,2016,2.0,
ESTAT:TPS00206(1.0),A,GDIVRT,CH,2017,1.9,
ESTAT:TPS00206(1.0),A,GDIVRT,CY,2006,2.3,
ESTAT:TPS00206(1.0),A,GDIVRT,CY,2007,2.1,
ESTAT:TPS00206(1.0),A,GDIVRT,CY,2008,2.1,
ESTAT:TPS00206(1.0),A,GDIVRT,CY,2009,2.2,
ESTAT:TPS00206(1.0),A,GDIVRT,CY,2010,2.3,
ESTAT:TPS00206(1.0),A,GDIVRT,CY,2011,2.3,
ESTAT:TPS00206(1.0),A,GDIVRT,CY,2012,2.4,
ESTAT:TPS00206(1.0),A,GDIVRT,CY,2013,2.2,
ESTAT:TPS00206(1.0),A,GDIVRT,CY,2014,2.2,
ESTAT:TPS00206(1.0),A,GDIVRT,CY,2015,2.1,
ESTAT:TPS00206(1.0),A,GDIVRT,CY,2016,2.3,
ESTAT:TPS00206(1.0),A,GDIVRT,CY,2017,2.2,
ESTAT:TPS00206(1.0),A,GDIVRT,CZ,2006,3.1,
ESTAT:TPS00206(1.0),A,GDIVRT,CZ,2007,3.0,
ESTAT:TPS00206(1.0),A,GDIVRT,CZ,2008,3.0,
ESTAT:TPS00206(1.0),A,GDIVRT,CZ,2009,2.8,
ESTAT:TPS00206(1.0),A,GDIVRT,CZ,2010,2.9,
ESTAT:TPS00206(1.0),A,GDIVRT,CZ,2011,2.7,
ESTAT:TPS00206(1.0),A,GDIVRT,CZ,2012,2.5,
ESTAT:TPS00206(1.0),A,GDIVRT,CZ,2013,2.7,
ESTAT:TPS00206(1.0),A,GDIVRT,CZ,2014,2.5,
ESTAT:TPS00206(1.0),A,GDIVRT,CZ,2015,2.5,
ESTAT:TPS00206(1.0),A,GDIVRT,CZ,2016,2.4,
ESTAT:TPS00206(1.0),A,GDIVRT,CZ,2017,2.4,
ESTAT:TPS00206(1.0),A,GDIVRT,DE,2006,2.3,
ESTAT:TPS00206(1.0),A,GDIVRT,DE,2007,2.3,
ESTAT:TPS00206(1.0),A,GDIVRT,DE,2008,2.3,
ESTAT:TPS00206(1.0),A,GDIVRT,DE,2009,2.3,
ESTAT:TPS00206(1.0),A,GDIVRT,DE,2010,2.3,
ESTAT:TPS00206(1.0),A,GDIVRT,DE,2011,2.3,
ESTAT:TPS00206(1.0),A,GDIVRT,DE,2012,2.2,
ESTAT:TPS00206(1.0),A,GDIVRT,DE,2013,2.1,
ESTAT:TPS00206(1.0),A,GDIVRT,DE,2014,2.1,
ESTAT:TPS00206(1.0),A,GDIVRT,DE,2015,2.0,
ESTAT:TPS00206(1.0),A,GDIVRT,DE,2016,2.0,
ESTAT:TPS00206(1.0),A,GDIVRT,DE,2017,1.9,
ESTAT:TPS00206(1.0),A,GDIVRT,DK,2006,2.6,
ESTAT:TPS00206(1.0),A,GDIVRT,DK,2007,2.6,
ESTAT:TPS00206(1.0),A,GDIVRT,DK,2008,2.7,
ESTAT:TPS00206(1.0),A,GDIVRT,DK,2009,2.7,
ESTAT:TPS00206(1.0),A,GDIVRT,DK,2010,2.6,
ESTAT:TPS00206(1.0),A,GDIVRT,DK,2011,2.6,
ESTAT:TPS00206(1.0),A,GDIVRT,DK,2012,2.8,
ESTAT:TPS00206(1.0),A,GDIVRT,DK,2013,3.4,
ESTAT:TPS00206(1.0),A,GDIVRT,DK,2014,3.4,
ESTAT:TPS00206(1.0),A,GDIVRT,DK,2015,2.9,
ESTAT:TPS00206(1.0),A,GDIVRT,DK,2016,3.0,
ESTAT:TPS00206(1.0),A,GDIVRT,DK,2017,2.6,
ESTAT:TPS00206(1.0),A,GDIVRT,EA18,2006,2.1,
ESTAT:TPS00206(1.0),A,GDIVRT,EA18,2007,2.0,
ESTAT:TPS00206(1.0),A,GDIVRT,EA18,2008,2.0,
ESTAT:TPS00206(1.0),A,GDIVRT,EA18,2009,1.9,
ESTAT:TPS00206(1.0),A,GDIVRT,EA18,2010,1.9,
ESTAT:TPS00206(1.0),A,GDIVRT,EA18,2011,1.9,
ESTAT:TPS00206(1.0),A,GDIVRT,EA18,2012,1.9,
ESTAT:TPS00206(1.0),A,GDIVRT,EA18,2013,1.8,
ESTAT:TPS00206(1.0),A,GDIVRT,EA19,2013,1.8,
ESTAT:TPS00206(1.0),A,GDIVRT,EE,2006,2.8,
ESTAT:TPS00206(1.0),A,GDIVRT,EE,2007,2.8,
ESTAT:TPS00206(1.0),A,GDIVRT,EE,2008,2.6,
ESTAT:TPS00206(1.0),A,GDIVRT,EE,2009,2.4,
ESTAT:TPS00206(1.0),A,GDIVRT,EE,2010,2.2,
ESTAT:TPS00206(1.0),A,GDIVRT,EE,2011,2.3,
ESTAT:TPS00206(1.0),A,GDIVRT,EE,2012,2.4,
ESTAT:TPS00206(1.0),A,GDIVRT,EE,2013,2.5,
ESTAT:TPS00206(1.0),A,GDIVRT,EE,2014,2.4,
ESTAT:TPS00206(1.0),A,GDIVRT,EE,2015,2.6,
ESTAT:TPS00206(1.0),A,GDIVRT,EE,2016,2.5,
ESTAT:TPS00206(1.0),A,GDIVRT,EE,2017,2.5,
ESTAT:TPS00206(1.0),A,GDIVRT,EL,2006,1.2,
ESTAT:TPS00206(1.0),A,GDIVRT,EL,2007,1.2,
ESTAT:TPS00206(1.0),A,GDIVRT,EL,2008,1.2,
ESTAT:TPS00206(1.0),A,GDIVRT,EL,2009,1.2,
ESTAT:TPS00206(1.0),A,GDIVRT,EL,2010,1.2,
ESTAT:TPS00206(1.0),A,GDIVRT,EL,2011,1.1,
ESTAT:TPS00206(1.0),A,GDIVRT,EL,2012,1.3,
ESTAT:TPS00206(1.0),A,GDIVRT,EL,2013,1.5,
ESTAT:TPS00206(1.0),A,GDIVRT,EL,2014,1.3,
ESTAT:TPS00206(1.0),A,GDIVRT,EL,2015,1.4,
ESTAT:TPS00206(1.0),A,GDIVRT,EL,2016,1.0,
ESTAT:TPS00206(1.0),A,GDIVRT,EL,2017,1.8,
ESTAT:TPS00206(1.0),A,GDIVRT,ES,2006,2.9,
ESTAT:TPS00206(1.0),A,GDIVRT,ES,2007,2.8,
ESTAT:TPS00206(1.0),A,GDIVRT,ES,2008,2.4,
